,名次,馬號,馬名,騎師,練馬師,實際 負磅,排位 體重,檔位,頭馬 距離,沿途 走位,完成 時間,獨贏 賠率,Date,RaceNo,Venue,Class,Distance,VenueCondition,RaceStakes,WinnerNo,nHorse,Winner,PLACE
11,12,3,夢幻戰士(C280),周俊樂,告東尼,127,1124,11,14-1/4,12 12 12 12,1:41.63,10.0,2021-09-08,3,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",6,12,False,False
5,6,4,芙蓉莊(B339),賀銘年,姚本輝,132,1033,12,5,8 9 9 6,1:40.14,58.0,2021-09-08,3,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",6,12,False,False
6,7,5,開懷大少(A278),巴度,文家良,129,1186,5,5,3 3 2 7,1:40.16,17.0,2021-09-08,3,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",6,12,False,False
0,1,6,幸福友善(E044),潘頓,沈集成,129,1179,7,-,1 1 1 1,1:39.34,6.7,2021-09-08,3,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",6,12,True,True
3,4,7,湛江最醒(B406),莫雷拉,蘇偉賢,122,1044,3,3-3/4,6 7 7 4,1:39.95,2.8,2021-09-08,3,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",6,12,False,False
4,5,8,金期莊家(D342),馬雅,鄭俊偉,121,1041,2,4-1/2,2 2 3 5,1:40.07,35.0,2021-09-08,3,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",6,12,False,False
10,11,9,睿智(E387),彭國年,高伯新,121,1148,9,9-1/4,10 11 11 11,1:40.82,206.0,2021-09-08,3,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",6,12,False,False
8,9,10,珍珠鳳凰(B201),史卓豐,葉楚航,119,1036,6,6-3/4,5 4 4 9,1:40.43,4.9,2021-09-08,3,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",6,12,False,False
7,8,11,福星高照(D407),梁家俊,容天鵬,117,1237,10,6,11 10 10 8,1:40.31,12.0,2021-09-08,3,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",6,12,False,False
9,10,12,爸巴閉(D235),霍宏聲,霍利時,119,1086,1,7-1/4,4 5 5 10,1:40.49,19.0,2021-09-08,3,跑馬地,第四班,1650米,好地至快地,"HK$ 1,040,000",6,12,False,False
7,8,1,晨曦飛馬(C351),霍宏聲,方嘉柏,132,992,3,2-1/4,9 9 8,1:10.64,13.0,2021-09-08,4,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",9,12,False,False
11,12,2,雪戰神駒(B371),巴度,高伯新,131,1100,10,7-1/2,11 11 12,1:11.48,35.0,2021-09-08,4,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",9,12,False,False
10,11,3,佳尊三(D186),賀銘年,羅富全,127,1072,12,3-1/2,12 12 11,1:10.83,116.0,2021-09-08,4,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",9,12,False,False
9,10,4,紅磚勇士(C304),潘明輝,賀賢,123,1053,9,3-1/4,10 10 10,1:10.77,13.0,2021-09-08,4,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",9,12,False,False
1,2,5,量化歡騰(D049),周俊樂,韋達,120,1132,7,頸位,3 4 2,1:10.31,7.5,2021-09-08,4,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",9,12,False,True
6,7,6,雲彩飛揚(E122),黃皓楠,葉楚航,121,993,2,2-1/4,4 3 7,1:10.62,270.0,2021-09-08,4,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",9,12,False,False
5,6,7,健康美麗(B384),梁家俊,文家良,122,1057,8,2-1/4,8 7 6,1:10.62,31.0,2021-09-08,4,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",9,12,False,False
3,4,8,赤馬雄風(E028),田泰安,大衛希斯,122,1207,1,1-1/4,1 1 4,1:10.45,4.1,2021-09-08,4,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",9,12,False,False
0,1,9,有運來(E187),潘頓,沈集成,121,1170,5,-,2 2 1,1:10.26,2.0,2021-09-08,4,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",9,12,True,True
8,9,10,安逸寧靜(D189),波健士,蘇偉賢,118,1023,6,3,7 8 9,1:10.73,120.0,2021-09-08,4,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",9,12,False,False
2,3,11,銘記知心(E089),莫雷拉,蔡約翰,117,993,11,1,5 5 3,1:10.43,13.0,2021-09-08,4,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",9,12,False,True
4,5,12,信心滿滿(D229),何澤堯,呂健威,117,982,4,1-1/2,6 6 5,1:10.49,29.0,2021-09-08,4,跑馬地,第四班,1200米,好地至快地,"HK$ 1,040,000",9,12,False,False
3,4,1,你知我勝(D451),班德禮,姚本輝,132,1137,4,1-1/4,1 2 4,0:57.17,10.0,2021-09-08,5,跑馬地,第四班,1000米,好地至快地,"HK$ 1,040,000",2,12,False,False
0,1,2,駿爵士(C406),莫雷拉,方嘉柏,130,1234,11,-,10 9 1,0:56.95,12.0,2021-09-08,5,跑馬地,第四班,1000米,好地至快地,"HK$ 1,040,000",2,12,True,True
1,2,3,勇創派對(E368),何澤堯,呂健威,129,1024,8,1/2,9 8 2,0:57.05,4.6,2021-09-08,5,跑馬地,第四班,1000米,好地至快地,"HK$ 1,040,000",2,12,False,True
2,3,4,無可限量(E419),潘頓,大衛希斯,126,1249,6,1,2 3 3,0:57.11,2.3,2021-09-08,5,跑馬地,第四班,1000米,好地至快地,"HK$ 1,040,000",2,12,False,True
9,10,5,令才(D350),霍宏聲,霍利時,126,1056,1,5-1/4,3 4 10,0:57.78,11.0,2021-09-08,5,跑馬地,第四班,1000米,好地至快地,"HK$ 1,040,000",2,12,False,False
6,7,6,紅衣火旺(E084),田泰安,羅富全,124,1092,2,3,6 7 7,0:57.43,8.8,2021-09-08,5,跑馬地,第四班,1000米,好地至快地,"HK$ 1,040,000",2,12,False,False
5,6,7,帝豪之星(E399),史卓豐,沈集成,124,1085,3,2-3/4,5 5 6,0:57.39,67.0,2021-09-08,5,跑馬地,第四班,1000米,好地至快地,"HK$ 1,040,000",2,12,False,False
8,9,8,不可擋(E336),周俊樂,韋達,118,1061,12,4,12 12 9,0:57.60,33.0,2021-09-08,5,跑馬地,第四班,1000米,好地至快地,"HK$ 1,040,000",2,12,False,False
11,12,9,旅遊拿督(V235),潘明輝,高伯新,121,1071,10,8-3/4,8 11 12,0:58.35,66.0,2021-09-08,5,跑馬地,第四班,1000米,好地至快地,"HK$ 1,040,000",2,12,False,False
4,5,10,蒲俠超得(E138),巴度,容天鵬,122,1174,7,2-1/4,4 1 5,0:57.32,9.0,2021-09-08,5,跑馬地,第四班,1000米,好地至快地,"HK$ 1,040,000",2,12,False,False
7,8,11,包裝得勝(D291),黃皓楠,何良,116,1145,5,3-1/4,7 6 8,0:57.47,43.0,2021-09-08,5,跑馬地,第四班,1000米,好地至快地,"HK$ 1,040,000",2,12,False,False
10,11,12,繼續精彩(E252),蔡明紹,葉楚航,117,1066,9,6-1/2,11 10 11,0:57.99,219.0,2021-09-08,5,跑馬地,第四班,1000米,好地至快地,"HK$ 1,040,000",2,12,False,False
2,3,1,歡欣福星(D273),周俊樂,呂健威,128,1030,6,1-1/4,9 9 9 3,1:39.35,5.0,2021-09-08,6,跑馬地,第三班,1650米,好地至快地,"HK$ 1,570,000",8,10,False,True
6,7,2,王炸(E143),陳嘉熙,方嘉柏,123,1106,9,3-3/4,1 1 1 7,1:39.73,18.0,2021-09-08,6,跑馬地,第三班,1650米,好地至快地,"HK$ 1,570,000",8,10,False,False
5,6,3,喜盈寶(D424),潘頓,蔡約翰,127,993,10,3-1/4,10 10 8 6,1:39.65,15.0,2021-09-08,6,跑馬地,第三班,1650米,好地至快地,"HK$ 1,570,000",8,10,False,False
7,8,4,幸福人民(E196),莫雷拉,沈集成,124,1183,1,3-3/4,4 3 3 8,1:39.73,3.9,2021-09-08,6,跑馬地,第三班,1650米,好地至快地,"HK$ 1,570,000",8,10,False,False
8,9,5,南莊加寶(B048),霍宏聲,徐雨石,124,1101,8,6-1/4,8 8 10 9,1:40.12,45.0,2021-09-08,6,跑馬地,第三班,1650米,好地至快地,"HK$ 1,570,000",8,10,False,False
1,2,6,冠寶駒(D359),田泰安,苗禮德,120,1071,4,頸位,2 2 2 2,1:39.17,3.8,2021-09-08,6,跑馬地,第三班,1650米,好地至快地,"HK$ 1,570,000",8,10,False,True
3,4,7,贏科超影(A164),蔡明紹,高伯新,119,1038,3,1-1/2,7 6 6 4,1:39.37,19.0,2021-09-08,6,跑馬地,第三班,1650米,好地至快地,"HK$ 1,570,000",8,10,False,False
0,1,8,都靈紅星(B092),班德禮,韋達,117,1133,2,-,3 4 4 1,1:39.13,9.9,2021-09-08,6,跑馬地,第三班,1650米,好地至快地,"HK$ 1,570,000",8,10,True,True
9,10,9,鴻圖巨星(C163),黃皓楠,葉楚航,113,1069,7,15,5 5 5 10,1:41.53,127.0,2021-09-08,6,跑馬地,第三班,1650米,好地至快地,"HK$ 1,570,000",8,10,False,False
4,5,10,牽旺加富(E127),巴度,鄭俊偉,114,1039,5,2-1/4,6 7 7 5,1:39.50,5.1,2021-09-08,6,跑馬地,第三班,1650米,好地至快地,"HK$ 1,570,000",8,10,False,False
6,7,1,閃電精靈(D071),周俊樂,告東尼,128,1223,7,4-3/4,8 10 7,0:57.37,14.0,2021-09-08,7,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",3,12,False,False
8,9,2,悅跑得(C502),何澤堯,呂健威,128,1186,12,5,10 12 9,0:57.42,38.0,2021-09-08,7,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",3,12,False,False
0,1,3,多多寶驥(D243),莫雷拉,苗禮德,125,1183,3,-,4 3 1,0:56.63,1.8,2021-09-08,7,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",3,12,True,True
2,3,4,紅酒之寶(E101),陳嘉熙,容天鵬,118,1168,5,2-1/4,2 2 3,0:56.98,41.0,2021-09-08,7,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",3,12,False,True
5,6,5,好好彩彩(B188),梁家俊,蘇偉賢,122,1245,9,3-1/4,7 6 6,0:57.14,16.0,2021-09-08,7,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",3,12,False,False
1,2,6,事事亨通(D174),彭國年,高伯新,120,1238,4,鼻位,1 1 2,0:56.63,10.0,2021-09-08,7,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",3,12,False,True
11,12,7,創建群英(D464),楊明綸,丁冠豪,120,1016,2,9-1/4,5 7 12,0:58.13,36.0,2021-09-08,7,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",3,12,False,False
3,4,8,帆哥兒(B089),霍宏聲,方嘉柏,120,1100,10,2-1/2,9 9 4,0:57.02,58.0,2021-09-08,7,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",3,12,False,False
4,5,9,電訊超班(E140),田泰安,徐雨石,119,1061,11,2-1/2,12 11 5,0:57.03,11.0,2021-09-08,7,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",3,12,False,False
7,8,10,過河勁卒(C381),波健士,蔡約翰,115,1050,1,4-3/4,6 4 8,0:57.41,16.0,2021-09-08,7,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",3,12,False,False
9,10,11,競駿攻略(D380),巫顯東,賀賢,112,1164,6,6,11 8 10,0:57.58,227.0,2021-09-08,7,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",3,12,False,False
10,11,12,齊心同行(E287),巴度,大衛希斯,114,1176,8,6-3/4,3 5 11,0:57.69,5.3,2021-09-08,7,跑馬地,第三班,1000米,好地至快地,"HK$ 1,570,000",3,12,False,False
8,9,1,健康在望(C172),巫顯東,苗禮德,129,1039,12,4-1/4,14 13 14 9,1:21.94,41.0,2021-09-12,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",5,14,False,False
4,5,2,美麗多多(D116),薛恩,蔡約翰,130,1093,9,2-3/4,12 11 7 5,1:21.68,31.0,2021-09-12,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",5,14,False,False
3,4,3,中華盛景(E379),何澤堯,告東尼,130,1044,3,1-1/2,7 7 6 4,1:21.51,2.5,2021-09-12,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",5,14,False,False
2,3,4,紅旺(C341),莫雷拉,葉楚航,129,1187,6,1-1/2,2 1 1 3,1:21.50,7.8,2021-09-12,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",5,14,False,True
0,1,5,糖糖幸運(D206),潘頓,丁冠豪,128,1184,5,-,4 5 5 1,1:21.26,4.3,2021-09-12,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",5,14,True,True
11,12,6,勁力十足(D362),周俊樂,韋達,123,1213,1,6-1/2,9 10 11 12,1:22.32,6.6,2021-09-12,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",5,14,False,False
1,2,7,幸福至上(E302),班德禮,沈集成,127,1019,4,1-1/2,3 4 4 2,1:21.49,22.0,2021-09-12,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",5,14,False,True
12,13,8,雙天至尊(C293),黃皓楠,呂健威,123,1174,2,9-1/4,6 8 8 13,1:22.75,209.0,2021-09-12,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",5,14,False,False
7,8,9,聰明導彈(C037),霍宏聲,方嘉柏,125,1084,10,3-1/2,13 14 12 8,1:21.83,14.0,2021-09-12,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",5,14,False,False
5,6,10,魅影揚飛(A354),田泰安,姚本輝,122,1207,14,2-3/4,10 9 10 6,1:21.69,18.0,2021-09-12,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",5,14,False,False
9,10,11,再大大(D084),賀銘年,鄭俊偉,121,1116,11,4-3/4,5 3 3 10,1:22.02,17.0,2021-09-12,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",5,14,False,False
10,11,12,高友之星(D384),梁家俊,羅富全,120,1200,7,6-1/4,1 2 2 11,1:22.26,130.0,2021-09-12,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",5,14,False,False
6,7,13,長長友(B472),彭國年,容天鵬,119,1206,13,3,11 12 13 7,1:21.73,77.0,2021-09-12,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",5,14,False,False
13,14,14,三劍俠(E303),黎海榮,徐雨石,118,1001,8,14,8 6 9 14,1:23.50,393.0,2021-09-12,10,沙田,第三班,1400米,好地至快地,"HK$ 1,570,000",5,14,False,False
1,2,1,美活人生(D398),田泰安,沈集成,133,1091,10,1/2,10 9 7 2,1:34.57,11.0,2021-09-12,1,沙田,第五班,1600米,好地至快地,"HK$ 780,000",10,13,False,True
3,4,2,香港精神(D241),巫顯東,苗禮德,130,1013,11,2,13 13 13 4,1:34.78,43.0,2021-09-12,1,沙田,第五班,1600米,好地至快地,"HK$ 780,000",10,13,False,False
10,11,3,型感(D296),霍宏聲,霍利時,132,1265,4,8-3/4,6 7 9 11,1:35.87,14.0,2021-09-12,1,沙田,第五班,1600米,好地至快地,"HK$ 780,000",10,13,False,False
4,5,4,尖子(C266),莫雷拉,徐雨石,130,1086,2,3-1/4,5 5 4 5,1:34.97,3.4,2021-09-12,1,沙田,第五班,1600米,好地至快地,"HK$ 780,000",10,13,False,False
7,8,5,劍聶風(A201),陳嘉熙,鄭俊偉,123,1065,7,4-3/4,2 3 3 8,1:35.21,23.0,2021-09-12,1,沙田,第五班,1600米,好地至快地,"HK$ 780,000",10,13,False,False
12,13,6,雪茄之友(D299),何澤堯,丁冠豪,128,1097,6,9-3/4,9 10 12 13,1:36.03,10.0,2021-09-12,1,沙田,第五班,1600米,好地至快地,"HK$ 780,000",10,13,False,False
9,10,7,有力(E017),彭國年,鄭俊偉,127,1062,5,5-3/4,11 12 11 10,1:35.39,43.0,2021-09-12,1,沙田,第五班,1600米,好地至快地,"HK$ 780,000",10,13,False,False
8,9,8,龍城皇將(D246),梁家俊,苗禮德,127,1069,9,5-1/4,3 2 2 9,1:35.28,56.0,2021-09-12,1,沙田,第五班,1600米,好地至快地,"HK$ 780,000",10,13,False,False
5,6,9,金剛福星(D017),潘頓,蔡約翰,126,1008,3,4,12 11 10 6,1:35.09,9.1,2021-09-12,1,沙田,第五班,1600米,好地至快地,"HK$ 780,000",10,13,False,False
0,1,10,會展達人(C505),薛恩,葉楚航,126,1244,12,-,1 1 1 1,1:34.46,10.0,2021-09-12,1,沙田,第五班,1600米,好地至快地,"HK$ 780,000",10,13,True,True
2,3,11,正義駒(D146),班德禮,姚本輝,120,1102,8,2,7 6 6 3,1:34.77,12.0,2021-09-12,1,沙田,第五班,1600米,好地至快地,"HK$ 780,000",10,13,False,True
6,7,12,行樂之光(D331),賀銘年,蘇偉賢,119,1113,1,4-1/2,8 8 8 7,1:35.20,3.6,2021-09-12,1,沙田,第五班,1600米,好地至快地,"HK$ 780,000",10,13,False,False
11,12,13,智弗拍檔(D330),波健士,羅富全,116,1070,13,9,4 4 5 12,1:35.91,120.0,2021-09-12,1,沙田,第五班,1600米,好地至快地,"HK$ 780,000",10,13,False,False
5,6,1,恆駿寶駒(T262),黃皓楠,蘇偉賢,130,1136,7,6,11 11 6,1:09.67,125.0,2021-09-12,3,沙田,第四班,1200米,好地,"HK$ 1,040,000",5,11,False,False
10,11,2,友盈友福(D343),賀銘年,鄭俊偉,128,1103,5,15-1/4,7 9 11,1:11.18,25.0,2021-09-12,3,沙田,第四班,1200米,好地,"HK$ 1,040,000",5,11,False,False
7,8,3,勁得手(C030),周俊樂,容天鵬,122,1336,11,9-1/2,10 10 8,1:10.25,20.0,2021-09-12,3,沙田,第四班,1200米,好地,"HK$ 1,040,000",5,11,False,False
8,9,4,源源動力(D014),潘明輝,羅富全,124,1108,6,10,3 4 9,1:10.32,10.0,2021-09-12,3,沙田,第四班,1200米,好地,"HK$ 1,040,000",5,11,False,False
0,1,5,皇者精芯(E390),薛恩,大衛希斯,126,1121,2,-,4 3 1,1:08.72,1.4,2021-09-12,3,沙田,第四班,1200米,好地,"HK$ 1,040,000",5,11,True,True
2,3,6,日輝煌(E339),田泰安,沈集成,124,1097,1,1-1/4,6 5 3,1:08.94,10.0,2021-09-12,3,沙田,第四班,1200米,好地,"HK$ 1,040,000",5,11,False,True
9,10,7,紅海福星(D338),梁家俊,文家良,123,1088,10,11-1/2,8 7 10,1:10.55,30.0,2021-09-12,3,沙田,第四班,1200米,好地,"HK$ 1,040,000",5,11,False,False
1,2,8,福喜多多(B128),莫雷拉,呂健威,118,1124,4,3/4,2 2 2,1:08.86,8.4,2021-09-12,3,沙田,第四班,1200米,好地,"HK$ 1,040,000",5,11,False,True
4,5,9,翡翠劇院(A040),班德禮,姚本輝,117,1107,9,4,9 8 5,1:09.35,44.0,2021-09-12,3,沙田,第四班,1200米,好地,"HK$ 1,040,000",5,11,False,False
6,7,10,皇龍帝國(E211),霍宏聲,徐雨石,117,1125,8,6,1 1 7,1:09.68,75.0,2021-09-12,3,沙田,第四班,1200米,好地,"HK$ 1,040,000",5,11,False,False
3,4,11,活力爵士(D266),蔡明紹,葉楚航,114,1060,3,2-1/2,5 6 4,1:09.11,28.0,2021-09-12,3,沙田,第四班,1200米,好地,"HK$ 1,040,000",5,11,False,False
0,1,1,皇帝金(E077),潘頓,大衛希斯,133,1053,2,-,4 4 4 1,1:21.76,3.2,2021-09-12,5,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",1,12,True,True
10,11,2,鐘意寶(D388),莫雷拉,方嘉柏,132,1313,11,6-3/4,5 6 5 11,1:22.83,16.0,2021-09-12,5,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",1,12,False,False
3,4,3,是必飛飛(D121),薛恩,容天鵬,132,1306,7,3-1/2,2 2 2 4,1:22.31,9.8,2021-09-12,5,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",1,12,False,False
7,8,4,香音(C265),田泰安,羅富全,132,1056,9,4-3/4,9 9 10 8,1:22.51,9.2,2021-09-12,5,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",1,12,False,False
2,3,5,變數(E113),楊明綸,丁冠豪,131,1097,5,1-1/4,3 3 3 3,1:21.95,5.1,2021-09-12,5,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",1,12,False,True
4,5,6,博愛友威(C152),蔡明紹,沈集成,128,1097,6,3-3/4,8 7 7 5,1:22.35,20.0,2021-09-12,5,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",1,12,False,False
5,6,7,天空之城(E370),何澤堯,呂健威,122,1033,1,4,6 5 6 6,1:22.39,13.0,2021-09-12,5,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",1,12,False,False
8,9,8,蓮花剛玉(E026),潘明輝,賀賢,117,1052,8,5-1/4,11 10 8 9,1:22.59,88.0,2021-09-12,5,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",1,12,False,False
1,2,9,星夢帝國(C407),梁家俊,葉楚航,117,1111,4,短馬頭位,1 1 1 2,1:21.77,5.7,2021-09-12,5,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",1,12,False,True
9,10,10,生生勝勝(C110),班德禮,姚本輝,116,998,12,5-1/2,12 12 11 10,1:22.66,31.0,2021-09-12,5,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",1,12,False,False
11,12,11,好友利(C223),霍宏聲,徐雨石,117,1004,3,7-1/4,7 8 9 12,1:22.91,41.0,2021-09-12,5,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",1,12,False,False
6,7,12,摘星之光(D007),巴度,蘇偉賢,114,1085,10,4-1/2,10 11 12 7,1:22.49,13.0,2021-09-12,5,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",1,12,False,False
10,11,1,無心睡眠(D082),薛恩,大衛希斯,133,1064,11,7-1/2,12 11 11,1:09.47,12.0,2021-09-12,6,沙田,第三班,1200米,好地,"HK$ 1,570,000",3,12,False,False
4,5,2,錶之銳(C193),黃皓楠,呂健威,129,1179,6,4-1/4,9 8 5,1:08.95,59.0,2021-09-12,6,沙田,第三班,1200米,好地,"HK$ 1,570,000",3,12,False,False
0,1,3,獎金大王(B433),陳嘉熙,葉楚航,124,1159,4,-,1 1 1,1:08.27,39.0,2021-09-12,6,沙田,第三班,1200米,好地,"HK$ 1,570,000",3,12,True,True
8,9,4,超音鼠(E046),莫雷拉,羅富全,131,1002,8,6,4 5 9,1:09.21,4.3,2021-09-12,6,沙田,第三班,1200米,好地,"HK$ 1,570,000",3,12,False,False
9,10,5,激賞(A377),田泰安,徐雨石,130,1011,12,6-3/4,6 9 10,1:09.34,10.0,2021-09-12,6,沙田,第三班,1200米,好地,"HK$ 1,570,000",3,12,False,False
3,4,6,協進神駒(D263),周俊樂,韋達,122,1076,3,4-1/4,8 6 4,1:08.94,4.8,2021-09-12,6,沙田,第三班,1200米,好地,"HK$ 1,570,000",3,12,False,False
2,3,7,公証福將(A148),彭國年,鄭俊偉,125,1184,7,3-1/2,10 10 3,1:08.83,12.0,2021-09-12,6,沙田,第三班,1200米,好地,"HK$ 1,570,000",3,12,False,True
5,6,8,箭意(D106),潘頓,蘇保羅,125,1172,2,4-3/4,5 3 6,1:09.01,6.5,2021-09-12,6,沙田,第三班,1200米,好地,"HK$ 1,570,000",3,12,False,False
7,8,9,逆市奇爸(E321),梁家俊,容天鵬,124,1275,9,5,7 7 8,1:09.06,14.0,2021-09-12,6,沙田,第三班,1200米,好地,"HK$ 1,570,000",3,12,False,False
11,12,10,金津一號(D306),史卓豐,丁冠豪,123,1055,10,8,11 12 12,1:09.53,9.0,2021-09-12,6,沙田,第三班,1200米,好地,"HK$ 1,570,000",3,12,False,False
1,2,11,無限商機(C432),巴度,文家良,121,1190,5,2-1/4,2 2 2,1:08.64,23.0,2021-09-12,6,沙田,第三班,1200米,好地,"HK$ 1,570,000",3,12,False,True
6,7,12,夢幻人生(C166),黎海榮,文家良,118,1146,1,5,3 4 7,1:09.05,11.0,2021-09-12,6,沙田,第三班,1200米,好地,"HK$ 1,570,000",3,12,False,False
2,3,1,三圓䮭路(C149),潘頓,蘇保羅,133,1112,4,1,6 6 6 3,1:21.93,13.0,2021-09-12,7,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",7,14,False,True
5,6,2,獨角寶寶(C203),周俊樂,高伯新,128,1120,1,2-1/2,1 1 1 6,1:22.18,7.7,2021-09-12,7,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",7,14,False,False
3,4,3,佳運來(T380),楊明綸,徐雨石,132,1030,3,1-3/4,8 10 7 4,1:22.06,26.0,2021-09-12,7,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",7,14,False,False
12,13,4,龍寶寶(E098),史卓豐,蔡約翰,131,1048,12,7-3/4,13 13 14 13,1:23.02,24.0,2021-09-12,7,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",7,14,False,False
6,7,5,威闖(D168),薛恩,大衛希斯,129,1063,2,3,11 9 10 7,1:22.24,4.4,2021-09-12,7,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",7,14,False,False
4,5,6,果然友(C313),莫雷拉,方嘉柏,129,1138,6,2-1/2,4 4 2 5,1:22.16,6.8,2021-09-12,7,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",7,14,False,False
0,1,7,鋒芒快露(C417),陳嘉熙,方嘉柏,121,1141,8,-,5 5 5 1,1:21.77,9.7,2021-09-12,7,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",7,14,True,True
1,2,8,正本開心(C227),田泰安,羅富全,127,1124,9,3/4,10 11 12 2,1:21.90,12.0,2021-09-12,7,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",7,14,False,True
11,12,9,電訊犇豹(D405),班德禮,葉楚航,120,1146,10,5-3/4,9 8 9 12,1:22.69,90.0,2021-09-12,7,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",7,14,False,False
8,9,10,縱橫十六(E244),梁家俊,呂健威,119,1236,7,3-1/4,7 7 8 9,1:22.30,14.0,2021-09-12,7,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",7,14,False,False
7,8,11,合夥贛勁(D051),何澤堯,蘇偉賢,119,1185,11,3,12 14 13 8,1:22.24,7.2,2021-09-12,7,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",7,14,False,False
13,14,12,插班生(E032),黎海榮,何良,117,1170,14,13,3 2 3 14,1:23.85,252.0,2021-09-12,7,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",7,14,False,False
10,11,13,閃耀中華(D486),蔡明紹,容天鵬,116,1054,13,4,14 12 11 11,1:22.40,8.0,2021-09-12,7,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",7,14,False,False
9,10,14,阿李蝦蝦(D508),黃皓楠,丁冠豪,113,1034,5,3-3/4,2 3 4 10,1:22.37,51.0,2021-09-12,7,沙田,第四班,1400米,好地至快地,"HK$ 1,040,000",7,14,False,False
8,9,1,發財寶(B220),周俊樂,韋達,128,1065,11,6,2 2 9,1:09.36,15.0,2021-09-12,8,沙田,第三班,1200米,好地至快地,"HK$ 1,570,000",9,14,False,False
1,2,2,樂滿貫(D476),田泰安,告東尼,133,1106,8,1-3/4,11 12 2,1:08.66,2.8,2021-09-12,8,沙田,第三班,1200米,好地至快地,"HK$ 1,570,000",9,14,False,True
