,名次,馬號,馬名,騎師,練馬師,實際負磅,排位體重,檔位,頭馬距離,沿途走位,完成時間,獨贏賠率,Date,RaceNo,Venue,Class,Distance,VenueCondition,RaceStakes,WinnerNo,nHorse,Winner,PLACE
10,11,8,歡喜心(A224),蔡明紹,容天鵬,122,1195,12,13,12 9 10 11,1:42.17,74.0,2020-09-09,2,跑馬地,第四班,1650米,好地,"HK$ 1,000,000",12,12,False,False
2,3,9,愛馬劍(B013),郭能,告東尼,121,1026,2,2,3 3 3 3,1:40.39,4.4,2020-09-09,2,跑馬地,第四班,1650米,好地,"HK$ 1,000,000",12,12,False,True
6,7,10,路路富貴(C442),梁家俊,苗禮德,120,1005,4,5,6 5 5 7,1:40.90,18.0,2020-09-09,2,跑馬地,第四班,1650米,好地,"HK$ 1,000,000",12,12,False,False
11,12,11,燈胆精英(A183),黃皓楠,葉楚航,115,1168,10,17-1/2,2 1 2 12,1:42.90,54.0,2020-09-09,2,跑馬地,第四班,1650米,好地,"HK$ 1,000,000",12,12,False,False
0,1,12,鵲橋飛渡(A247),波健士,蘇偉賢,116,1086,6,-,1 2 1 1,1:40.08,8.3,2020-09-09,2,跑馬地,第四班,1650米,好地,"HK$ 1,000,000",12,12,True,True
1,2,1,嘭嘭聲(D015),潘頓,容天鵬,133,1165,11,3/4,1 1 2,0:57.16,2.4,2020-09-09,3,跑馬地,第四班,1000米,好地,"HK$ 1,000,000",4,12,False,True
3,4,2,萬眾之力(C329),史卓豐,大衛希斯,132,1030,5,2-1/2,2 2 4,0:57.43,6.9,2020-09-09,3,跑馬地,第四班,1000米,好地,"HK$ 1,000,000",4,12,False,False
6,7,3,嶺寶峯(B333),田泰安,徐雨石,127,1034,9,3-3/4,4 4 7,0:57.65,6.9,2020-09-09,3,跑馬地,第四班,1000米,好地,"HK$ 1,000,000",4,12,False,False
0,1,4,銀河飛馬(C275),梁家俊,丁冠豪,125,996,6,-,6 6 1,0:57.04,29.0,2020-09-09,3,跑馬地,第四班,1000米,好地,"HK$ 1,000,000",4,12,True,True
5,6,5,金糠(D134),巴度,霍利時,125,1015,7,3-1/2,11 10 6,0:57.59,49.0,2020-09-09,3,跑馬地,第四班,1000米,好地,"HK$ 1,000,000",4,12,False,False
11,12,6,紅旗飛翔(D224),楊明綸,蘇偉賢,124,1127,2,16,12 12 12,0:59.59,156.0,2020-09-09,3,跑馬地,第四班,1000米,好地,"HK$ 1,000,000",4,12,False,False
2,3,7,過河勁卒(C381),莫雷拉,蔡約翰,120,1051,4,1-1/4,3 3 3,0:57.26,4.7,2020-09-09,3,跑馬地,第四班,1000米,好地,"HK$ 1,000,000",4,12,False,True
4,5,8,奇妙日(B332),蔡明紹,沈集成,118,1203,12,3,7 7 5,0:57.53,41.0,2020-09-09,3,跑馬地,第四班,1000米,好地,"HK$ 1,000,000",4,12,False,False
8,9,9,無價寶(B254),潘明輝,何良,115,1106,1,5-1/4,8 8 9,0:57.89,10.0,2020-09-09,3,跑馬地,第四班,1000米,好地,"HK$ 1,000,000",4,12,False,False
9,10,10,清福(A364),賀銘年,文家良,118,1188,3,5-1/2,9 9 10,0:57.93,10.0,2020-09-09,3,跑馬地,第四班,1000米,好地,"HK$ 1,000,000",4,12,False,False
7,8,11,趣怡(D242),黃俊,方嘉柏,110,1041,8,5-1/4,5 5 8,0:57.89,53.0,2020-09-09,3,跑馬地,第四班,1000米,好地,"HK$ 1,000,000",4,12,False,False
10,11,12,活力爆發(C525),黃皓楠,賀賢,111,1090,10,5-3/4,10 11 11,0:57.96,127.0,2020-09-09,3,跑馬地,第四班,1000米,好地,"HK$ 1,000,000",4,12,False,False
2,3,1,騰龍超影(T372),賀銘年,蘇保羅,133,1099,6,2-1/4,5 4 3,1:10.27,35.0,2020-09-09,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,True
0,1,2,人和家盛(C531),潘頓,沈集成,131,1018,1,-,3 2 1,1:09.93,4.6,2020-09-09,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",2,12,True,True
1,2,3,富祿(C352),巴度,韋達,131,1104,2,1-3/4,7 6 2,1:10.21,3.6,2020-09-09,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,True
7,8,4,勝感(C324),郭能,霍利時,130,1337,12,6-1/2,9 8 8,1:10.95,23.0,2020-09-09,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
9,10,5,乘勢歡心(C423),梁家俊,丁冠豪,129,1079,11,8,2 3 10,1:11.22,6.2,2020-09-09,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
10,11,6,牛精大哥(C034),何澤堯,告東尼,127,1124,9,10,4 5 11,1:11.53,21.0,2020-09-09,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
11,12,7,合金之星(D053),波健士,容天鵬,122,1044,10,13-1/2,12 12 12,1:12.10,180.0,2020-09-09,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
6,7,8,首飾傳奇(D032),蔡明紹,蔡約翰,122,1165,5,6,8 9 7,1:10.89,22.0,2020-09-09,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
3,4,9,摘星之光(D007),田泰安,蘇偉賢,121,1097,4,3-3/4,11 10 4,1:10.53,5.8,2020-09-09,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
8,9,10,非凡魅力(D102),莫雷拉,呂健威,121,1105,7,7-3/4,6 7 9,1:11.15,13.0,2020-09-09,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
5,6,11,紅星(V273),史卓豐,葉楚航,119,1071,3,5-3/4,10 11 6,1:10.83,21.0,2020-09-09,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
4,5,12,太陽戰馬(C212),黃皓楠,徐雨石,111,1153,8,5,1 1 5,1:10.74,9.5,2020-09-09,4,跑馬地,第四班,1200米,好地,"HK$ 1,000,000",2,12,False,False
0,1,1,加州雷電(D147),田泰安,告東尼,133,1208,6,-,5 5 1,1:09.30,2.3,2020-09-09,7,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",1,11,True,True
9,10,2,小鳥敖翔(B069),賀銘年,姚本輝,129,1216,7,7,2 3 10,1:10.42,12.0,2020-09-09,7,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",1,11,False,False
5,6,3,白鷺飛翔(A127),黃俊,苗禮德,122,1167,10,4-1/4,11 11 6,1:09.97,60.0,2020-09-09,7,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",1,11,False,False
8,9,4,凱旋來(C495),郭能,霍利時,125,1146,5,6-1/2,4 4 9,1:10.33,15.0,2020-09-09,7,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",1,11,False,False
6,7,5,晨曦飛馬(C351),潘頓,方嘉柏,123,1006,1,4-1/4,6 6 7,1:10.00,5.2,2020-09-09,7,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",1,11,False,False
10,11,6,獎金大王(B433),陳嘉熙,葉楚航,115,1195,9,8,1 2 11,1:10.58,17.0,2020-09-09,7,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",1,11,False,False
1,2,7,南莊加好(C025),巴度,丁冠豪,119,1088,4,1-1/4,9 8 2,1:09.48,10.0,2020-09-09,7,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",1,11,False,True
2,3,8,超能量(B294),史卓豐,韋達,119,1121,2,2,7 7 3,1:09.59,8.9,2020-09-09,7,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",1,11,False,True
3,4,9,馬功臣(A296),波健士,蘇偉賢,118,1146,11,2-3/4,10 10 4,1:09.73,80.0,2020-09-09,7,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",1,11,False,False
7,8,10,三生好運(C359),莫雷拉,羅富全,116,1063,8,4-1/2,3 1 8,1:10.04,7.7,2020-09-09,7,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",1,11,False,False
4,5,11,加州嶺域(C523),蔡明紹,告東尼,115,1280,3,2-3/4,8 9 5,1:09.73,40.0,2020-09-09,7,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",1,11,False,False
10,11,1,行星夢(D100),莫雷拉,沈集成,133,1303,1,5,9 9 11,1:10.43,2.9,2020-09-09,8,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",5,12,False,False
8,9,2,加州更好(B204),田泰安,告東尼,124,1150,6,4-1/2,1 2 9,1:10.36,14.0,2020-09-09,8,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",5,12,False,False
11,12,3,四條煙(D365),薛恩,大衛希斯,124,1013,3,6,2 4 12,1:10.59,6.9,2020-09-09,8,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",5,12,False,False
4,5,4,金鷹翱翔(C446),郭能,霍利時,124,1285,8,2-1/4,4 3 5,1:10.00,25.0,2020-09-09,8,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",5,12,False,False
0,1,5,喜佳龍(B377),潘頓,方嘉柏,123,1171,5,-,8 8 1,1:09.64,4.2,2020-09-09,8,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",5,12,True,True
6,7,6,喜盈寶(D424),賀銘年,蔡約翰,121,1000,11,4,12 12 7,1:10.29,140.0,2020-09-09,8,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",5,12,False,False
7,8,7,暖在你心(D272),潘明輝,呂健威,115,1093,4,4-1/4,5 6 8,1:10.32,12.0,2020-09-09,8,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",5,12,False,False
9,10,8,同盟力量(C036),波健士,姚本輝,117,1239,2,4-1/2,6 7 10,1:10.37,9.3,2020-09-09,8,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",5,12,False,False
5,6,9,偉大勝利(C048),黎海榮,霍利時,117,1083,7,2-1/4,10 11 6,1:10.01,54.0,2020-09-09,8,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",5,12,False,False
2,3,10,無限商機(C432),巴度,丁冠豪,116,1188,10,1-1/4,3 1 3,1:09.84,8.5,2020-09-09,8,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",5,12,False,True
1,2,11,會長之星(C205),何澤堯,韋達,116,1163,9,3/4,7 5 2,1:09.76,26.0,2020-09-09,8,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",5,12,False,True
3,4,12,孖寶(C239),蔡明紹,蘇保羅,113,1194,12,2-1/4,11 10 4,1:09.99,45.0,2020-09-09,8,跑馬地,第三班,1200米,好地,"HK$ 1,500,000",5,12,False,False
8,9,1,金地飛客(V161),郭能,文家良,133,1215,6,16-1/2,9 9 9,1:11.68,18.0,2020-09-13,1,沙田,第四班,1200米,好地,"HK$ 1,000,000",5,9,False,False
1,2,2,印水紙(D043),賀銘年,高伯新,129,1141,7,1-3/4,2 2 2,1:09.31,17.0,2020-09-13,1,沙田,第四班,1200米,好地,"HK$ 1,000,000",5,9,False,True
4,5,3,理想回報(A305),莫雷拉,沈集成,128,1081,4,4-1/2,5 4 5,1:09.75,8.1,2020-09-13,1,沙田,第四班,1200米,好地,"HK$ 1,000,000",5,9,False,False
5,6,4,金津一號(D306),巴度,苗禮德,127,1074,5,6-3/4,8 8 6,1:10.11,32.0,2020-09-13,1,沙田,第四班,1200米,好地,"HK$ 1,000,000",5,9,False,False
0,1,5,旋里多彩(B469),田泰安,徐雨石,127,1071,8,-,3 3 1,1:09.03,3.6,2020-09-13,1,沙田,第四班,1200米,好地,"HK$ 1,000,000",5,9,True,True
2,3,6,大軍閥(C113),史卓豐,蔡約翰,124,1127,1,2-1/2,6 6 3,1:09.43,23.0,2020-09-13,1,沙田,第四班,1200米,好地,"HK$ 1,000,000",5,9,False,True
3,4,7,堅有料(C011),潘頓,方嘉柏,122,1286,3,3-1/4,7 7 4,1:09.56,3.3,2020-09-13,1,沙田,第四班,1200米,好地,"HK$ 1,000,000",5,9,False,False
7,8,8,怪獸都市(A190),巫顯東,何良,116,1137,2,10-1/2,4 5 8,1:10.72,5.8,2020-09-13,1,沙田,第四班,1200米,好地,"HK$ 1,000,000",5,9,False,False
6,7,9,紅旺(C341),潘明輝,葉楚航,114,1180,9,7,1 1 7,1:10.14,6.5,2020-09-13,1,沙田,第四班,1200米,好地,"HK$ 1,000,000",5,9,False,False
6,7,1,笑傲成功(C250),周俊樂,丁冠豪,123,1188,8,5,3 3 3 7,1:22.50,6.0,2020-09-13,2,沙田,第五班,1400米,好地,"HK$ 750,000",4,13,False,False
9,10,2,祥勝寶駒(D154),薛恩,鄭俊偉,132,1012,1,8-1/4,8 9 8 10,1:23.03,63.0,2020-09-13,2,沙田,第五班,1400米,好地,"HK$ 750,000",4,13,False,False
1,2,3,捉金皇(B460),莫雷拉,方嘉柏,132,1082,13,頸位,12 11 11 2,1:21.76,4.0,2020-09-13,2,沙田,第五班,1400米,好地,"HK$ 750,000",4,13,False,True
0,1,4,活力寶駒(B279),潘頓,賀賢,130,1126,6,-,7 7 6 1,1:21.72,3.6,2020-09-13,2,沙田,第五班,1400米,好地,"HK$ 750,000",4,13,True,True
2,3,5,神期大帝(D107),田泰安,告東尼,128,1076,3,2,4 4 4 3,1:22.05,7.4,2020-09-13,2,沙田,第五班,1400米,好地,"HK$ 750,000",4,13,False,True
12,13,6,明月千山(C403),黎海榮,徐雨石,128,1138,4,23-3/4,13 13 13 13,1:25.50,10.0,2020-09-13,2,沙田,第五班,1400米,好地,"HK$ 750,000",4,13,False,False
8,9,7,神火金剛(B004),賀銘年,葉楚航,124,1061,5,7-1/2,11 10 9 9,1:22.94,22.0,2020-09-13,2,沙田,第五班,1400米,好地,"HK$ 750,000",4,13,False,False
5,6,8,樂多福(A208),巫顯東,何良,121,1177,2,4,5 6 5 6,1:22.38,104.0,2020-09-13,2,沙田,第五班,1400米,好地,"HK$ 750,000",4,13,False,False
4,5,9,百寶袋(D008),陳嘉熙,姚本輝,117,1067,7,2-3/4,2 1 1 5,1:22.17,10.0,2020-09-13,2,沙田,第五班,1400米,好地,"HK$ 750,000",4,13,False,False
10,11,10,時尚傳奇(D012),梁家俊,容天鵬,122,1123,10,13-1/4,9 8 10 11,1:23.86,126.0,2020-09-13,2,沙田,第五班,1400米,好地,"HK$ 750,000",4,13,False,False
3,4,11,西夏之王(C295),潘明輝,蘇偉賢,116,1053,12,2-1/2,10 12 12 4,1:22.13,43.0,2020-09-13,2,沙田,第五班,1400米,好地,"HK$ 750,000",4,13,False,False
7,8,12,電子傳承(C322),蔡明紹,方嘉柏,118,1111,9,6-1/2,1 2 2 8,1:22.76,12.0,2020-09-13,2,沙田,第五班,1400米,好地,"HK$ 750,000",4,13,False,False
11,12,13,好友祥勝(C220),楊明綸,文家良,118,1050,11,14-3/4,6 5 7 12,1:24.09,70.0,2020-09-13,2,沙田,第五班,1400米,好地,"HK$ 750,000",4,13,False,False
0,1,1,八卦(C102),周俊樂,賀賢,123,1128,9,-,1 1 1,1:08.96,3.2,2020-09-13,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",1,10,True,True
1,2,2,福喜多多(B128),莫雷拉,呂健威,130,1119,3,2,3 3 2,1:09.27,3.3,2020-09-13,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",1,10,False,True
3,4,3,特駒聯盟(C472),史卓豐,蔡約翰,128,1044,5,4-1/4,5 4 4,1:09.64,3.8,2020-09-13,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",1,10,False,False
8,9,4,叻者(D370),巴度,高伯新,126,1141,1,12-1/2,6 5 9,1:10.95,76.0,2020-09-13,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",1,10,False,False
6,7,5,無忌(D255),潘明輝,丁冠豪,123,1032,4,10,9 10 7,1:10.55,162.0,2020-09-13,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",1,10,False,False
9,10,6,大笑星(D279),楊明綸,大衛希斯,125,1124,7,18-3/4,4 8 10,1:11.94,15.0,2020-09-13,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",1,10,False,False
7,8,7,怪獸媽媽(D408),巫顯東,何良,122,1202,2,12,2 2 8,1:10.89,59.0,2020-09-13,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",1,10,False,False
5,6,8,幸運拼圖(D112),梁家俊,徐雨石,124,976,10,7-1/4,10 9 6,1:10.13,18.0,2020-09-13,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",1,10,False,False
2,3,9,超然(V255),田泰安,鄭俊偉,120,1071,8,4,7 6 3,1:09.59,6.2,2020-09-13,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",1,10,False,True
4,5,10,喜進龍(C539),波健士,蘇偉賢,117,1197,6,5-1/2,8 7 5,1:09.82,42.0,2020-09-13,3,沙田,第四班,1200米,好地,"HK$ 1,000,000",1,10,False,False
2,3,1,老撾之光(C291),波健士,大衛希斯,133,990,12,3/4,4 4 4 3,1:22.48,13.0,2020-09-13,4,沙田,第五班,1400米,好地,"HK$ 750,000",3,14,False,True
5,6,2,明月昇輝(A324),周俊樂,韋達,122,1084,7,2,7 8 8 6,1:22.69,3.9,2020-09-13,4,沙田,第五班,1400米,好地,"HK$ 750,000",3,14,False,False
0,1,3,生生勝勝(C110),賀銘年,姚本輝,132,1021,3,-,8 9 9 1,1:22.35,6.0,2020-09-13,4,沙田,第五班,1400米,好地,"HK$ 750,000",3,14,True,True
10,11,4,勇晉大師(B452),潘明輝,蘇偉賢,129,1116,8,6-1/4,9 11 12 11,1:23.35,4.3,2020-09-13,4,沙田,第五班,1400米,好地,"HK$ 750,000",3,14,False,False
6,7,5,常山耆寶(A275),蔡明紹,文家良,130,1049,4,3-1/4,5 5 6 7,1:22.86,101.0,2020-09-13,4,沙田,第五班,1400米,好地,"HK$ 750,000",3,14,False,False
3,4,6,輝煌巨星(C046),田泰安,蘇保羅,129,1048,2,1,6 7 7 4,1:22.51,6.0,2020-09-13,4,沙田,第五班,1400米,好地,"HK$ 750,000",3,14,False,False
12,13,7,星河戰駒(C245),莫雷拉,方嘉柏,128,1098,6,8,10 12 13 13,1:23.64,9.3,2020-09-13,4,沙田,第五班,1400米,好地,"HK$ 750,000",3,14,False,False
11,12,8,醉開心(B286),史卓豐,葉楚航,127,1092,9,6-1/2,13 13 11 12,1:23.38,79.0,2020-09-13,4,沙田,第五班,1400米,好地,"HK$ 750,000",3,14,False,False
4,5,9,旺旺寶駒(C418),楊明綸,何良,127,1046,13,1-3/4,12 14 14 5,1:22.61,155.0,2020-09-13,4,沙田,第五班,1400米,好地,"HK$ 750,000",3,14,False,False
1,2,10,八駿雄風(C449),黃皓楠,徐雨石,123,1154,1,1/2,3 2 2 2,1:22.43,38.0,2020-09-13,4,沙田,第五班,1400米,好地,"HK$ 750,000",3,14,False,True
7,8,11,晴朗拍檔(B071),郭能,霍利時,124,1109,11,4,14 10 10 8,1:23.00,24.0,2020-09-13,4,沙田,第五班,1400米,好地,"HK$ 750,000",3,14,False,False
13,14,12,閃電龍(D077),潘頓,鄭俊偉,120,1165,14,12,2 3 3 14,1:24.28,18.0,2020-09-13,4,沙田,第五班,1400米,好地,"HK$ 750,000",3,14,False,False
9,10,13,黃金元帥(A346),何澤堯,丁冠豪,117,1225,10,5-3/4,11 6 5 10,1:23.27,18.0,2020-09-13,4,沙田,第五班,1400米,好地,"HK$ 750,000",3,14,False,False
8,9,14,靈光八號(C154),巫顯東,鄭俊偉,110,1059,5,5-1/4,1 1 1 9,1:23.18,171.0,2020-09-13,4,沙田,第五班,1400米,好地,"HK$ 750,000",3,14,False,False
9,10,1,福善(C426),巴度,高伯新,131,1070,7,9,5 5 7 10,1:36.51,15.0,2020-09-13,5,沙田,第四班,1600米,好地,"HK$ 1,000,000",8,10,False,False
1,2,2,友誼之星(V379),郭能,蘇保羅,129,1168,8,1-3/4,7 7 6 2,1:35.39,20.0,2020-09-13,5,沙田,第四班,1600米,好地,"HK$ 1,000,000",8,10,False,True
2,3,3,帝豪大師(D225),潘頓,沈集成,128,1031,1,2-3/4,1 3 4 3,1:35.53,2.1,2020-09-13,5,沙田,第四班,1600米,好地,"HK$ 1,000,000",8,10,False,True
6,7,4,尖子(C266),薛恩,徐雨石,125,1076,6,5,8 8 8 7,1:35.89,19.0,2020-09-13,5,沙田,第四班,1600米,好地,"HK$ 1,000,000",8,10,False,False
4,5,5,管之星(B006),何澤堯,呂健威,125,1069,10,4-1/2,10 10 10 5,1:35.79,23.0,2020-09-13,5,沙田,第四班,1600米,好地,"HK$ 1,000,000",8,10,False,False
8,9,6,創高峰(D136),賀銘年,苗禮德,122,1145,3,7-1/4,3 2 2 9,1:36.24,16.0,2020-09-13,5,沙田,第四班,1600米,好地,"HK$ 1,000,000",8,10,False,False
7,8,7,星威(D295),楊明綸,韋達,122,1039,9,5-3/4,9 9 9 8,1:36.01,287.0,2020-09-13,5,沙田,第四班,1600米,好地,"HK$ 1,000,000",8,10,False,False
0,1,8,自然君子(C089),莫雷拉,方嘉柏,120,1172,4,-,6 6 5 1,1:35.09,3.2,2020-09-13,5,沙田,第四班,1600米,好地,"HK$ 1,000,000",8,10,True,True
5,6,9,喜多樂(C224),史卓豐,丁冠豪,119,1178,5,4-3/4,2 1 1 6,1:35.83,13.0,2020-09-13,5,沙田,第四班,1600米,好地,"HK$ 1,000,000",8,10,False,False
3,4,10,寶得住(C125),田泰安,葉楚航,118,1027,2,3-1/4,4 4 3 4,1:35.59,10.0,2020-09-13,5,沙田,第四班,1600米,好地,"HK$ 1,000,000",8,10,False,False
9,10,1,環翠戰士(A187),潘頓,蘇保羅,133,1054,10,6-1/2,11 10 11 10,1:22.58,4.7,2020-09-13,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",9,13,False,False
6,7,2,皇帝賽(C249),潘明輝,丁冠豪,130,1202,3,4-3/4,7 7 10 7,1:22.31,5.9,2020-09-13,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",9,13,False,False
10,11,3,牛精輝煌(A118),巴度,鄭俊偉,130,1111,1,7,13 13 12 11,1:22.66,44.0,2020-09-13,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",9,13,False,False
5,6,4,珍珠鳳凰(B201),莫雷拉,文家良,130,1042,9,3-3/4,3 4 4 6,1:22.14,4.7,2020-09-13,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",9,13,False,False
12,13,5,夢幻戰士(C280),郭能,告東尼,126,1111,12,18,4 2 2 13,1:24.43,11.0,2020-09-13,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",9,13,False,False
7,8,6,冠寶駒(D359),賀銘年,苗禮德,125,1059,2,5-3/4,6 6 8 8,1:22.47,17.0,2020-09-13,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",9,13,False,False
4,5,7,會展達人(C505),梁家俊,葉楚航,123,1237,6,2-1/2,5 5 5 5,1:21.97,90.0,2020-09-13,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",9,13,False,False
2,3,8,金元寶馬(C094),史卓豐,大衛希斯,123,1025,13,3/4,10 11 9 3,1:21.70,4.1,2020-09-13,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",9,13,False,True
0,1,9,紫菜福星(C440),何澤堯,呂健威,123,1112,8,-,12 9 7 1,1:21.56,17.0,2020-09-13,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",9,13,True,True
8,9,10,愛凡達(C187),波健士,徐雨石,117,1166,7,5-3/4,9 8 6 9,1:22.47,110.0,2020-09-13,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",9,13,False,False
1,2,11,保羅承傳(C517),田泰安,羅富全,116,1035,11,3/4,1 1 1 2,1:21.69,12.0,2020-09-13,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",9,13,False,True
3,4,12,海島材子(D219),黃俊,姚本輝,111,1054,4,1-3/4,2 3 3 4,1:21.85,19.0,2020-09-13,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",9,13,False,False
11,12,13,總統之星(C170),黎海榮,沈集成,115,1086,5,9-3/4,8 12 13 12,1:23.11,98.0,2020-09-13,6,沙田,第四班,1400米,好地,"HK$ 1,000,000",9,13,False,False
0,1,1,超能力(D093),田泰安,韋達,133,1141,2,-,6 5 1,1:08.58,3.0,2020-09-13,7,沙田,第三班,1200米,好地,"HK$ 1,500,000",1,9,True,True
2,3,2,錶之銳(C193),潘頓,呂健威,131,1143,7,2-1/2,9 8 3,1:08.98,3.0,2020-09-13,7,沙田,第三班,1200米,好地,"HK$ 1,500,000",1,9,False,True
5,6,3,銀紙(B025),賀銘年,苗禮德,131,1157,1,5-3/4,7 7 6,1:09.48,7.6,2020-09-13,7,沙田,第三班,1200米,好地,"HK$ 1,500,000",1,9,False,False
3,4,4,加州凱歌(D067),郭能,告東尼,129,1283,9,3-1/2,4 4 4,1:09.13,10.0,2020-09-13,7,沙田,第三班,1200米,好地,"HK$ 1,500,000",1,9,False,False
8,9,5,健康美麗(B384),陳嘉熙,文家良,122,1063,5,20-1/2,8 9 9,1:11.85,65.0,2020-09-13,7,沙田,第三班,1200米,好地,"HK$ 1,500,000",1,9,False,False
1,2,6,醒臣(D394),潘明輝,姚本輝,121,1132,4,1-3/4,2 1 2,1:08.87,15.0,2020-09-13,7,沙田,第三班,1200米,好地,"HK$ 1,500,000",1,9,False,True
4,5,7,安迅(C262),蔡明紹,方嘉柏,120,1123,3,4,3 3 5,1:09.21,5.7,2020-09-13,7,沙田,第三班,1200米,好地,"HK$ 1,500,000",1,9,False,False
6,7,8,高友之星(D384),梁家俊,羅富全,120,1203,6,6,1 2 7,1:09.52,92.0,2020-09-13,7,沙田,第三班,1200米,好地,"HK$ 1,500,000",1,9,False,False
7,8,9,浪漫組合(D271),莫雷拉,沈集成,118,1131,8,7-3/4,5 6 8,1:09.82,18.0,2020-09-13,7,沙田,第三班,1200米,好地,"HK$ 1,500,000",1,9,False,False
9,10,1,安采(D066),賀銘年,韋達,132,1189,7,4-1/4,13 14 10,0:56.71,66.0,2020-09-13,9,沙田,第二班,1000米,好地,"HK$ 2,200,000",4,14,False,False
6,7,2,跳出世界(C333),莫雷拉,蔡約翰,131,1228,8,2-1/2,5 1 7,0:56.45,3.6,2020-09-13,9,沙田,第二班,1000米,好地,"HK$ 2,200,000",4,14,False,False
2,3,3,健快聯盟(C135),郭能,蘇保羅,130,1165,3,頸位,11 9 3,0:56.08,12.0,2020-09-13,9,沙田,第二班,1000米,好地,"HK$ 2,200,000",4,14,False,True
0,1,4,大金庫(C146),史卓豐,高伯新,128,1103,10,-,7 7 1,0:56.04,4.6,2020-09-13,9,沙田,第二班,1000米,好地,"HK$ 2,200,000",4,14,True,True
5,6,5,好好學習(C458),潘頓,呂健威,124,1055,13,2-1/2,1 2 6,0:56.43,5.7,2020-09-13,9,沙田,第二班,1000米,好地,"HK$ 2,200,000",4,14,False,False
10,11,6,小太陽(D035),巴度,沈集成,123,1123,4,5-1/4,9 8 11,0:56.87,5.0,2020-09-13,9,沙田,第二班,1000米,好地,"HK$ 2,200,000",4,14,False,False
11,12,7,正陽清風(B343),周俊樂,姚本輝,114,1182,5,5-3/4,8 11 12,0:56.95,46.0,2020-09-13,9,沙田,第二班,1000米,好地,"HK$ 2,200,000",4,14,False,False
7,8,8,萬事叻(C022),田泰安,告東尼,122,1144,1,3-3/4,4 3 8,0:56.64,9.5,2020-09-13,9,沙田,第二班,1000米,好地,"HK$ 2,200,000",4,14,False,False
13,14,9,亮先生(B179),潘明輝,賀賢,119,1113,12,8,3 6 14,0:57.34,23.0,2020-09-13,9,沙田,第二班,1000米,好地,"HK$ 2,200,000",4,14,False,False
